u,v,key,osmid,name,highway,oneway,reversed,length,rfid_c,rfid,avgspeed,time,EV1_ma,EV1_fr,dam_EV1_HZ_segments,dam_EV1_HZ,lanes,ref,maxspeed,junction,access
96572598,96715468,0,10879764,South 12th Street,residential,False,True,170.648,"[2762, 2764, 2768, 2005, 792, 2013, 2015]",719,44.0,0.004,1.0299999713897705,1.0,"[763.22, 821.39, 812.83, 681.46, 3257.41, 1148.11, 929.49]",8413.91,nan,nan,nan,nan,nan
96572598,4377126928,0,10879764,South 12th Street,residential,False,False,21.488999999999997,"[2769, 2034]",1083,44.0,0.0,1.0299999713897705,1.0,"[799.37, 505.77]",1305.14,nan,nan,nan,nan,nan
96572598,96572600,0,128600936,Beach Boulevard,primary,False,True,65.265,"[2009, 2011, 7]",7,56.0,0.001,1.0299999713897705,1.0,"[4776.42, 6500.09, 1051.08]",12327.59,5,US 90,35 mph,nan,nan
96572598,1375396018,0,128600936,Beach Boulevard,primary,False,False,108.543,"[2016, 2028, 2765, 2030, 1209]",975,56.0,0.002,1.0299999713897705,1.0,"[2867.91, 1421.3, 2838.69, 8397.46, 6267.91]",21793.27,5,US 90,35 mph,nan,nan
96572600,96634605,0,10886116,11th Street North,residential,False,True,89.21100000000001,"[2784, 505, 2087]",466,44.0,0.002,0.8199999928474426,1.0,"[679.41, 1674.51, 1315.14]",3669.06,nan,nan,nan,nan,nan
96572600,96572601,0,128600936,Beach Boulevard,primary,False,True,100.733,"[2083, 2085, 11, 1997, 2007, 2079]",11,56.0,0.002,0.8100000023841858,1.0,"[3983.08, 3281.96, 3259.42, 2400.8, 1057.73, 1742.54]",15725.53,5,US 90,35 mph,nan,nan
96572601,96700804,0,10878786,10th Street South,residential,False,True,147.248,"[1989, 1993, 1995, 1999, 2800, 767]",700,44.0,0.003,0.6100000143051147,0.9659817637769093,"[457.48, 792.01, 1164.94, 207.32, 533.49, 207.88]",3363.12,2,nan,nan,nan,nan
96572601,96634599,0,10886114,North 10th Street,residential,False,True,70.343,"[2075, 499, 2077, 2782]",462,56.0,0.001,0.6499999761581421,1.0,"[632.93, 1060.7, 748.27, 570.16]",3012.06,2,nan,35 mph,nan,nan
96572601,96572602,0,128600936,Beach Boulevard,primary,False,True,107.45,"[1985, 1991, 15, 2804, 2073]",15,56.0,0.002,0.8199999928474426,1.0,"[4879.7, 1119.24, 2026.7, 1755.55, 7141.45]",16922.64,5,US 90,35 mph,nan,nan
96572602,96631227,0,10874111,North 9th Street,residential,False,True,85.733,"[2091, 2780, 405]",369,44.0,0.002,0.8199999928474426,1.0,"[2090.13, 663.51, 802.75]",3556.39,nan,nan,nan,nan,nan
96572602,96770924,0,10884136,South 9th Street,tertiary,False,True,131.749,"[952, 1973, 2798, 1983]",849,50.0,0.003,0.8199999928474426,1.0,"[1442.99, 2879.95, 914.03, 521.81]",5758.78,2,nan,nan,nan,nan
96572602,96572603,0,128600936,Beach Boulevard,primary,False,True,108.44900000000001,"[2093, 2095, 2097, 2802, 19, 2099, 1975, 1977, 1979]",19,56.0,0.002,1.100000023841858,1.0,"[3770.8, 2985.62, 1180.1, 1617.22, 4811.39, 870.68, 1631.72, 1579.8, 3191.05]",21638.38,5,US 90,35 mph,nan,nan
96572603,96634597,0,10880336,North 8th Street,residential,False,True,102.714,"[2778, 2647, 495]",458,44.0,0.002,1.149999976158142,1.0,"[826.59, 3456.95, 2298.24]",6581.78,nan,nan,nan,nan,nan
96572603,96912619,0,10894908,South 8th Street,residential,False,True,113.82700000000001,"[2796, 1956, 1109, 1981]",956,44.0,0.003,1.1699999570846558,1.0,"[872.29, 898.63, 3395.23, 1620.87]",6787.02,nan,nan,nan,nan,nan
96572603,96572605,0,"[128600936, 435255811]",Beach Boulevard,primary,False,True,107.862,"[1929, 1932, 1958, 23]",23,56.0,0.002,1.25,1.0,"[3888.14, 7660.41, 9580.82, 1980.49]",23109.86,"['4', '5']",US 90,35 mph,nan,nan
96572605,96634596,0,10884265,7th Street North,residential,False,True,120.177,"[2776, 2105, 491, 2723]",454,44.0,0.003,1.4500000476837158,1.0,"[884.96, 3245.36, 1528.7, 2945.72]",8604.74,nan,nan,nan,nan,nan
96572605,96772621,0,10884324,7th Street South,residential,False,True,96.974,"[992, 1938, 2794]",887,44.0,0.002,1.2999999523162842,1.0,"[4195.23, 1584.04, 937.04]",6716.31,nan,nan,nan,nan,nan
96572605,96572606,0,435255811,Beach Boulevard,primary,False,True,107.727,"[1936, 1940, 1942, 27, 2109, 2111]",27,56.0,0.002,1.5099999904632568,1.0,"[3548.27, 6513.55, 2535.37, 4372.57, 5807.24, 712.68]",23489.68,4,US 90,35 mph,nan,nan
96572606,96716412,0,10879843,South 6th Street,residential,False,True,78.068,"[808, 2792, 1944]",735,44.0,0.002,1.5299999713897705,1.0,"[4048.39, 1090.11, 1006.92]",6145.42,nan,nan,nan,nan,nan
96572606,96669951,0,10883745,North 6th Street,residential,False,True,33.084,"[2774, 686]",626,44.0,0.001,1.5099999904632568,1.0,"[991.67, 1695.61]",2687.28,nan,nan,nan,nan,nan
96572606,96572607,0,435255811,Beach Boulevard,primary,False,True,108.34800000000001,"[1954, 1950, 30, 1127]",30,56.0,0.002,1.7599999904632568,1.0,"[1047.68, 9138.7, 12594.5, 3453.32]",26234.2,4,US 90,35 mph,nan,nan
96572607,2124932338,0,435255811,Beach Boulevard,primary,False,True,108.029,1243,978,56.0,0.002,2.009999990463257,1.0,[28395.01],28395.01,4,US 90,35 mph,nan,nan
96572607,96665463,0,10876469,South 5th Street,residential,False,True,61.385999999999996,"[672, 1922, 2790]",611,44.0,0.001,1.7599999904632568,1.0,"[436.73, 3687.16, 1091.14]",5215.03,nan,nan,nan,nan,nan
96572609,2922788766,0,683228798,Beach Boulevard,primary,True,False,17.39,32,31,56.0,0.0,1.7699999809265137,1.0,[2599.8],2599.8,2,US 90,35 mph,nan,nan
96572609,96632600,0,10874232,3rd Street South,primary,True,False,122.696,"[1920, 2810, 1919, 31]",32,56.0,0.002,1.9500000476837158,1.0,"[5590.38, 1022.05, 10185.62, 1922.19]",18720.24,2,FL A1A,35 mph,nan,nan
96572609,2124932338,0,202526447,Beach Boulevard,primary,True,False,108.425,"[1835, 2805, 1238, 1242, 1918]",981,56.0,0.002,2.009999990463257,1.0,"[3638.67, 1614.34, 3023.42, 6791.21, 2077.68]",17145.32,2,US 90,35 mph,nan,nan
96572609,2922706568,0,1126937651,3rd Street North,primary,True,False,12.311,1250,984,56.0,0.0,1.7699999809265137,1.0,[1848.7],1848.7,2,FL A1A,35 mph,nan,nan
96572612,3574801815,0,351669852,Beach Boulevard,residential,False,True,19.487,"[1361, 2532]",1075,44.0,0.0,2.0,1.0,"[1336.27, 538.92]",1875.19,nan,nan,nan,nan,nan
96572612,4419335614,0,633038681,nan,tertiary,True,False,8.891,"[34, 2183, 2184, 2185, 2186, 2835]",34,50.0,0.0,1.9700000286102295,1.0,"[105.26, 221.05, 218.41, 219.62, 110.47, 110.14]",984.95,nan,nan,nan,roundabout,nan
96572612,4419335612,0,633038681,nan,tertiary,True,False,7.890000000000001,"[2180, 2181, 2182, 2164, 2836, 2172]",1098,50.0,0.0,1.9700000286102295,1.0,"[223.26, 223.93, 120.36, 96.13, 112.36, 113.15]",889.19,nan,nan,nan,roundabout,nan
96572712,2922788764,0,122483548,1st Avenue South,residential,False,True,105.41499999999999,"[2534, 1801, 1321, 2538, 1815]",1054,44.0,0.002,2.3499999046325684,1.0,"[3676.41, 557.64, 836.66, 614.52, 4801.58]",10486.81,nan,nan,nan,nan,nan
96572712,96635103,0,122483548,1st Avenue South,residential,False,False,106.91799999999999,"[2881, 2535, 2539, 506, 2716]",467,44.0,0.002,2.3499999046325684,1.0,"[133.4, 5959.63, 591.05, 630.32, 3574.16]",10888.56,nan,nan,nan,nan,nan
96572712,96572713,0,683228857,2nd Street South,residential,False,True,103.965,"[2880, 1761, 42, 1803]",42,40.0,0.003,2.3499999046325684,1.0,"[4456.7, 2929.93, 915.68, 2395.12]",10697.43,nan,nan,25 mph,nan,nan
96572712,3574801809,0,683228857,2nd Street South,residential,False,False,84.832,"[1798, 1770, 2891, 1355, 1776, 1780, 1812]",1073,40.0,0.002,2.3499999046325684,1.0,"[1565.45, 2840.6, 567.96, 473.86, 1481.49, 741.31, 994.95]",8665.62,nan,nan,25 mph,nan,nan
96572713,96572714,0,683228845,South 2nd Street,residential,False,True,104.05199999999999,"[2878, 1753, 44, 1758]",44,40.0,0.003,2.299999952316284,1.0,"[922.81, 4477.87, 2270.5, 2935.46]",10606.64,nan,nan,25 mph,nan,nan
96572713,96578247,0,683228849,2nd Avenue South,residential,False,False,106.414,"[208, 2513, 2515]",190,44.0,0.002,2.369999885559082,1.0,"[977.39, 697.33, 9281.82]",10956.54,nan,nan,nan,nan,nan
96572713,2922788763,0,683228850,2nd Avenue South,residential,False,True,104.034,"[1319, 2508, 1805, 1808, 2876]",1052,44.0,0.002,2.309999942779541,1.0,"[635.83, 2025.8, 2198.01, 5038.83, 592.53]",10491.0,nan,nan,nan,nan,nan
96572714,96572717,0,10868875,South 2nd Street,residential,False,True,106.13000000000001,"[1408, 1739, 48, 50, 1748]",48,40.0,0.003,2.109999895095825,1.0,"[2870.58, 382.36, 1011.92, 3675.9, 2427.34]",10368.1,nan,nan,25 mph,nan,nan
96572714,2922788762,0,"[683228853, 683228854]",3rd Avenue South,residential,False,True,105.32300000000001,"[1317, 2510, 2512, 1746, 1750, 2870, 2874, 2396]",1050,44.0,0.002,2.25,1.0,"[499.88, 92.5, 79.08, 1220.06, 1954.67, 652.94, 1436.28, 4458.41]",10393.82,nan,nan,nan,nan,nan
96572714,96832915,0,683228856,3rd Avenue South,residential,False,False,106.349,"[2519, 2517, 1079]",944,44.0,0.002,2.4800000190734863,1.0,"[685.84, 9177.09, 1041.83]",10904.76,nan,nan,nan,nan,nan
96572717,96572719,0,10868875,South 2nd Street,residential,False,True,105.128,"[1737, 1734, 54]",52,40.0,0.003,2.049999952316284,1.0,"[2705.56, 2238.14, 5041.02]",9984.72,nan,nan,25 mph,nan,nan
96572717,2922788761,0,"[122483552, 434963585]",4th Avenue South,residential,False,True,106.189,"[1728, 1314, 1731, 1742, 1727]",1047,44.0,0.002,2.119999885559082,1.0,"[4525.94, 521.47, 754.87, 3444.88, 1213.22]",10460.38,nan,nan,nan,nan,nan
96572717,96625121,0,122483552,4th Avenue South,residential,False,False,106.21499999999999,"[2521, 2523, 2871, 367]",331,44.0,0.002,2.240000009536743,1.0,"[579.69, 9408.2, 147.88, 562.58]",10698.35,nan,nan,nan,nan,nan
96572719,96572720,0,10868875,South 2nd Street,residential,False,True,102.451,"[58, 1723]",56,40.0,0.003,1.8600000143051147,1.0,"[4779.51, 4674.96]",9454.47,nan,nan,25 mph,nan,nan
96572719,2922788760,0,83591037,5th Avenue South,residential,False,True,106.042,"[2496, 2484, 1310]",1043,44.0,0.002,2.0999999046325684,1.0,"[748.27, 8940.66, 444.15]",10133.08,2,nan,nan,nan,nan
96572719,96825463,0,83591037,5th Avenue South,residential,False,False,106.67999999999999,"[2505, 1702, 1062, 2503]",927,44.0,0.002,1.8600000143051147,1.0,"[3022.29, 5173.28, 745.92, 478.61]",9420.1,2,nan,nan,nan,nan
96572720,96572721,0,10868875,South 2nd Street,residential,False,True,106.15299999999999,"[1697, 62]",60,40.0,0.003,1.7899999618530273,1.0,"[4767.16, 4736.39]",9503.55,nan,nan,25 mph,nan,nan
96572720,2922788759,0,122483553,6th Avenue South,residential,False,True,104.40299999999999,"[1720, 1307, 2494, 2486]",1040,44.0,0.002,2.240000009536743,1.0,"[7127.07, 473.2, 580.08, 1964.13]",10144.48,nan,nan,nan,nan,nan
96572720,96662032,0,122483553,6th Avenue South,residential,False,False,106.76100000000001,"[2501, 618, 2477]",559,44.0,0.002,2.0199999809265137,1.0,"[619.98, 670.41, 8532.5]",9822.89,nan,nan,nan,nan,nan
96572721,96572724,0,10868875,South 2nd Street,residential,False,True,103.85499999999999,"[1689, 66, 68]",64,40.0,0.003,1.8700000047683716,1.0,"[4353.93, 1340.82, 3735.15]",9429.9,nan,nan,25 mph,nan,nan
96572721,2922788758,0,10878731,7th Avenue South,residential,False,True,104.894,"[1692, 2488, 1715, 1304, 2492]",1037,44.0,0.002,2.119999885559082,1.0,"[6860.43, 1387.5, 882.5, 488.93, 605.79]",10225.15,nan,nan,nan,nan,nan
96572721,96699488,0,10878731,7th Avenue South,residential,False,False,106.702,"[2499, 2475, 742]",681,44.0,0.002,2.1600000858306885,1.0,"[588.69, 8565.69, 698.39]",9852.77,nan,nan,nan,nan,nan
96572724,96572725,0,10868875,South 2nd Street,residential,False,True,103.632,"[72, 1683]",68,40.0,0.003,2.0899999141693115,1.0,"[5018.91, 4901.92]",9920.83,nan,nan,25 mph,nan,nan
96572724,2922788757,0,122483554,8th Avenue South,residential,False,True,105.388,"[1677, 1679, 1681, 2482, 1301, 2490, 1694]",1034,44.0,0.002,2.180000066757202,1.0,"[758.56, 1292.28, 3840.6, 1295.81, 631.59, 682.62, 1726.29]",10227.75,nan,nan,nan,nan,nan
96572724,96833136,0,122483554,8th Avenue South,residential,False,False,106.585,"[2497, 1090, 2479]",949,44.0,0.002,2.2899999618530273,1.0,"[548.6, 790.62, 9157.46]",10496.68,nan,nan,nan,nan,nan
96572725,96572726,0,10868875,South 2nd Street,residential,False,True,105.127,"[1665, 76]",72,40.0,0.003,2.0899999141693115,1.0,"[5056.88, 5136.67]",10193.55,nan,nan,25 mph,nan,nan
96572725,2922788756,0,122483555,9th Avenue South,residential,False,True,108.01899999999999,"[2464, 1671, 1674, 1298, 2460]",1031,44.0,0.002,2.3299999237060547,1.0,"[854.82, 992.02, 3926.56, 650.71, 4634.64]",11058.75,nan,nan,nan,nan,nan
96572725,96732155,0,122483555,9th Avenue South,residential,False,False,105.059,"[2738, 2473, 842, 2467]",769,44.0,0.002,2.1600000858306885,1.0,"[2431.53, 6542.76, 728.63, 455.33]",10158.25,nan,nan,nan,nan,nan
96572726,96572727,0,10868875,South 2nd Street,residential,False,True,105.60300000000001,"[80, 1648]",76,40.0,0.003,2.359999895095825,1.0,"[5499.79, 5152.67]",10652.46,nan,nan,25 mph,nan,nan
96572726,2922788755,0,122483547,10th Avenue South,residential,False,True,108.083,"[1295, 1653, 2458, 1659, 1661, 2462]",1028,44.0,0.002,2.2899999618530273,1.0,"[717.84, 2479.95, 1383.0, 4063.7, 1464.78, 768.6]",10877.87,nan,nan,nan,nan,nan
96572726,96687746,0,122483547,10th Avenue South,residential,False,False,106.601,"[688, 2465, 2736, 2471]",627,44.0,0.002,2.009999990463257,1.0,"[790.8, 507.1, 6961.6, 1929.5]",10189.0,nan,nan,nan,nan,nan
96572727,96572728,0,10868875,South 2nd Street,residential,False,True,102.57,"[1619, 84]",80,40.0,0.003,2.4000000953674316,1.0,"[5388.85, 5335.3]",10724.15,nan,nan,25 mph,nan,nan
96572727,2922788754,0,10880199,11th Avenue South,residential,False,True,106.638,"[2432, 1292, 2446, 1621, 1623, 1625, 1627]",1025,44.0,0.002,2.5,1.0,"[1517.99, 751.26, 796.94, 1882.67, 931.74, 2302.62, 2994.67]",11177.89,nan,nan,nan,nan,nan
96572727,96721662,0,10880199,11th Avenue South,residential,False,False,105.646,"[2433, 2469, 819, 1654, 1656]",746,44.0,0.002,2.3499999046325684,1.0,"[563.73, 2540.63, 716.57, 5556.14, 1510.08]",10887.15,nan,nan,nan,nan,nan
96572728,96572729,0,10868875,South 2nd Street,residential,False,True,105.64099999999999,"[88, 1642]",84,40.0,0.003,2.4000000953674316,1.0,"[5254.81, 5726.4]",10981.21,nan,nan,25 mph,nan,nan
96572728,2922788753,0,83591067,12th Avenue South,residential,False,True,104.371,"[2440, 1289, 1546, 2731, 2444, 2733, 2735]",1022,44.0,0.002,2.630000114440918,1.0,"[3131.73, 705.74, 2417.72, 1437.11, 761.69, 1874.04, 884.58]",11212.61,2,nan,nan,nan,nan
96572728,96577383,0,83591067,12th Avenue South,residential,False,False,106.30199999999999,"[2417, 138, 2429]",126,44.0,0.002,2.609999895095825,1.0,"[622.94, 800.15, 9995.35]",11418.44,2,nan,nan,nan,nan
96572729,96572730,0,10868875,South 2nd Street,residential,False,True,105.49699999999999,"[92, 1638, 1527]",88,40.0,0.003,2.3399999141693115,1.0,"[5670.83, 1268.2, 3823.27]",10762.3,nan,nan,25 mph,nan,nan
96572729,96755052,0,83591029,13th Avenue South,tertiary,False,True,106.762,"[2416, 897, 2428]",804,50.0,0.002,2.490000009536743,1.0,"[675.54, 979.17, 11241.75]",12896.46,2,nan,nan,nan,nan
96572729,2922788752,0,83591029,13th Avenue South,tertiary,False,False,103.916,"[1285, 2437, 2441, 1547, 1524]",1019,50.0,0.002,2.559999942779541,1.0,"[694.41, 2580.98, 862.24, 3572.27, 4883.14]",12593.04,2,nan,nan,nan,nan
96572730,96572732,0,10868875,South 2nd Street,residential,False,True,103.701,"[96, 1505, 1512, 1630]",92,40.0,0.003,2.490000009536743,1.0,"[5192.63, 459.03, 2431.83, 2909.97]",10993.46,nan,nan,25 mph,nan,nan
96572730,96615424,0,707606486,14th Avenue South,residential,False,True,106.31700000000001,"[2426, 275, 2420, 2414]",253,44.0,0.002,2.2799999713897705,1.0,"[77.02, 802.55, 547.75, 9262.48]",10689.8,nan,nan,nan,nan,nan
96572730,2922788751,0,707606486,14th Avenue South,residential,False,False,105.025,"[1283, 1507, 1509, 2447, 1522, 2451]",1017,44.0,0.002,2.5799999237060547,1.0,"[678.42, 3615.26, 4376.22, 1025.79, 850.84, 801.64]",11348.17,nan,nan,nan,nan,nan
96572732,96572733,0,10868875,South 2nd Street,residential,False,True,101.37899999999999,"[2456, 1634, 99]",95,40.0,0.003,2.8299999237060547,1.0,"[4919.6, 5593.33, 740.24]",11253.17,nan,nan,25 mph,nan,nan
96572732,2922788750,0,10887552,15th Avenue South,residential,False,True,106.355,"[1280, 2450, 2454, 1499, 1501, 1503]",1013,44.0,0.002,2.5799999237060547,1.0,"[686.3, 4783.09, 748.87, 817.71, 1667.44, 2654.68]",11358.09,nan,nan,nan,nan,nan
96572732,96808777,0,10887552,15th Avenue South,residential,False,False,107.651,"[2421, 2423, 1047]",916,44.0,0.002,2.490000009536743,1.0,"[659.29, 9343.23, 791.7]",10794.22,nan,nan,nan,nan,nan
96572733,2922788749,0,83591065,16th Avenue South,tertiary,False,True,107.00399999999999,"[2436, 1492, 1494, 1497, 1277]",1010,50.0,0.002,2.940000057220459,1.0,"[1487.3, 2029.43, 3874.55, 6101.48, 1001.49]",14494.25,2,nan,nan,nan,nan
96572733,96808777,0,"[83591065, 444454367]","['1st Street South', '16th Avenue South']",tertiary,False,False,208.68199999999996,"[1635, 1093, 1413, 1415, 1417, 1482, 1484, 1486, 1488, 1141, 1048, 540, 542]",917,50.0,0.004,2.9200000762939453,1.0,"[970.25, 439.3, 9523.19, 431.35, 1114.71, 3021.99, 1445.06, 2469.23, 1239.18, 1675.24, 747.31, 1579.97, 1688.01]",26344.79,2,nan,nan,nan,nan
96573412,96573413,0,10868938,South 10th Street,residential,False,True,45.559,106,102,44.0,0.001,1.7000000476837158,1.0,[3821.1],3821.1,nan,nan,nan,nan,nan
96573412,96755022,0,10882793,13th Avenue South,residential,False,True,105.943,882,789,44.0,0.002,1.4500000476837158,1.0,[6631.18],6631.18,2,nan,nan,nan,nan
96573412,96615416,0,10878787,10th Street South,residential,False,True,105.8,"[249, 789]",227,44.0,0.002,1.409999966621399,1.0,"[5893.58, 806.91]",6700.49,nan,nan,nan,nan,nan
96573412,4324743829,0,"[83591040, 10882793, 10873482]","['13th Avenue South', '16th Avenue South', 'Roberts Drive']",residential,False,"[False, True]",894.7439999999998,"[1420, 1422, 1424, 1426, 1428, 1430, 1432, 1433, 1436, 1437, 1438, 1441, 1442, 1445, 1446, 1448, 559, 311, 313, 314, 1230, 872, 874, 876, 878, 880, 245]",1081,44.0,0.02,1.409999966621399,0.2575289108593904,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 5045.68, nan, nan, 998.53, nan, nan, nan, nan, 1498.65, nan, nan, 1758.64, 1443.69, 1831.58, nan]",12576.77,2,nan,nan,nan,nan
96574212,96574213,0,10868998,Gonzales Avenue,residential,False,True,39.59,111,107,44.0,0.001,1.159999966621399,1.0,[2636.22],2636.22,nan,nan,nan,nan,nan
96574212,96772625,0,10884324,7th Street South,residential,False,False,67.411,"[2744, 999]",896,44.0,0.002,1.2100000381469727,1.0,"[1193.52, 3470.08]",4663.6,nan,nan,nan,nan,nan
96574212,96662036,0,122483553,6th Avenue South,residential,False,False,216.71099999999998,"[626, 628]",568,44.0,0.005,2.2899999618530273,1.0,"[1740.97, 16166.09]",17907.06,nan,nan,nan,nan,nan
96574213,96574214,0,10868998,Gonzales Avenue,residential,False,True,38.698,114,109,44.0,0.001,0.9800000190734863,1.0,[2329.43],2329.43,nan,nan,nan,nan,nan
96574213,96662041,0,10876202,6th Avenue South,residential,False,True,99.942,631,570,44.0,0.002,1.0399999618530273,1.0,[6186.56],6186.56,nan,nan,nan,nan,nan
96574214,96665460,0,10878731,7th Avenue South,residential,False,False,196.668,669,608,44.0,0.004,2.119999885559082,1.0,[16227.57],16227.57,nan,nan,nan,nan,nan
96574214,96574216,0,10868998,Gonzales Avenue,residential,False,True,72.584,"[117, 119]",113,44.0,0.002,1.0700000524520874,1.0,"[3659.24, 653.65]",4312.89,nan,nan,nan,nan,nan
96574216,96574218,0,10868998,Gonzales Avenue,residential,False,True,90.21199999999999,"[123, 125]",117,44.0,0.002,1.0800000429153442,1.0,"[905.0, 4395.84]",5300.84,nan,nan,nan,nan,nan
96574216,96624008,0,10873483,Upper 8th Avenue South,residential,False,False,198.675,"[323, 325, 327, 319]",292,44.0,0.005,2.109999895095825,1.0,"[849.2, 479.08, 405.87, 14650.54]",16384.69,nan,nan,nan,nan,nan
96574216,96699497,0,10878732,7th Avenue South,residential,False,True,86.78,"[752, 754, 756]",691,44.0,0.002,1.0,1.0,"[393.47, 376.12, 3499.42]",4269.01,nan,nan,nan,nan,nan
96574218,96574219,0,10868998,Gonzales Avenue,residential,False,True,68.496,129,121,44.0,0.002,0.9700000286102295,1.0,[3871.1],3871.1,nan,nan,nan,nan,nan
96574218,96665459,0,10886049,Lower 8th Avenue South,residential,False,False,197.952,"[666, 1003, 1005]",605,44.0,0.004,2.1600000858306885,1.0,"[15575.81, 422.92, 338.89]",16337.62,nan,nan,nan,nan,nan
96574218,96912621,0,10896800,8th Avenue South,residential,False,True,74.352,"[1123, 1125, 1117, 1121]",962,44.0,0.002,0.8299999833106995,1.0,"[223.44, 242.72, 2026.63, 323.54]",2816.33,nan,nan,nan,nan,nan
96574219,96574220,0,10868998,Gonzales Avenue,residential,False,True,43.034,132,123,44.0,0.001,1.100000023841858,1.0,[2727.93],2727.93,nan,nan,nan,nan,nan
96574219,96665458,0,122483555,9th Avenue South,residential,False,False,196.301,662,601,44.0,0.004,2.1600000858306885,1.0,[17510.9],17510.9,nan,nan,nan,nan,nan
96574220,96732177,0,10880864,9th Avenue South,residential,False,True,51.513,860,777,44.0,0.001,1.100000023841858,1.0,[2599.79],2599.79,nan,nan,nan,nan,nan
96574220,96772612,0,"[10868998, 10889535]","['10th Place South', 'Gonzales Avenue']",residential,False,"[False, True]",93.63600000000001,"[136, 985, 135, 1103]",881,44.0,0.002,1.2999999523162842,1.0,"[329.82, 3732.62, 1905.09, 345.42]",6312.95,nan,nan,nan,nan,nan
96577383,96755052,0,444454367,1st Street South,tertiary,False,True,105.406,"[1152, 899, 1609, 1611, 1644, 1150]",806,50.0,0.002,2.6500000953674316,1.0,"[1959.71, 1899.52, 2837.33, 1097.14, 3901.19, 1744.27]",13439.16,2,nan,nan,nan,nan
96577383,96721662,0,444454367,1st Street South,tertiary,False,False,103.88,"[1411, 820, 1645, 1612]",747,50.0,0.002,2.609999895095825,1.0,"[2483.07, 2018.58, 6670.44, 1753.71]",12925.8,2,nan,nan,nan,nan
96577384,2922788753,0,83591067,12th Avenue South,residential,False,False,16.601,1288,1021,44.0,0.0,2.559999942779541,1.0,[1806.29],1806.29,2,nan,nan,nan,nan
96577384,96632615,0,10874232,3rd Street South,primary,True,False,106.28999999999999,"[2848, 1553, 141]",130,56.0,0.002,2.5899999141693115,1.0,"[1409.84, 5327.26, 12286.04]",19023.14,2,FL A1A,35 mph,nan,nan
96577384,96577385,0,83591067,12th Avenue South,residential,False,True,107.64399999999999,"[2852, 1550, 1555, 147, 1559, 1564]",135,44.0,0.002,2.6600000858306885,1.0,"[932.76, 2123.99, 4372.97, 1743.85, 695.5, 1360.89]",11229.96,2,nan,nan,nan,nan
96577384,96632614,0,10874232,3rd Street South,primary,True,False,102.245,"[464, 1562]",428,56.0,0.002,2.5999999046325684,1.0,"[11123.45, 7268.41]",18391.86,2,FL A1A,35 mph,nan,nan
96577385,96721666,0,10882814,South 4th Street,residential,False,False,99.685,824,750,44.0,0.002,2.4100000858306885,1.0,[10294.97],10294.97,nan,nan,nan,nan,nan
96577385,96755038,0,10882814,South 4th Street,residential,False,True,106.741,"[2884, 894]",801,44.0,0.002,2.6700000762939453,1.0,"[663.1, 10684.23]",11347.33,nan,nan,nan,nan,nan
96577385,96577387,0,83591067,12th Avenue South,residential,False,True,211.475,"[152, 1227, 149]",138,44.0,0.005,2.2100000381469727,1.0,"[8244.07, 690.74, 9454.33]",18389.14,2,nan,nan,nan,nan
96577387,96716407,0,10879842,South 6th Street,residential,False,False,101.614,795,722,44.0,0.002,1.6200000047683716,1.0,[7858.83],7858.83,nan,nan,nan,nan,nan
96577387,96577389,0,83591067,12th Avenue South,residential,False,True,104.898,155,141,44.0,0.002,1.3799999952316284,1.0,[7053.13],7053.13,2,nan,nan,nan,nan
96577389,96721669,0,10884323,7th Street South,residential,False,False,99.34,828,755,44.0,0.002,1.0099999904632568,1.0,[5973.93],5973.93,nan,nan,nan,nan,nan
96577389,96577390,0,83591067,12th Avenue South,residential,False,True,111.233,157,143,44.0,0.003,1.190000057220459,1.0,[5994.12],5994.12,2,nan,nan,nan,nan
96577390,96577391,0,83591067,12th Avenue South,residential,False,True,104.993,162,146,44.0,0.002,1.2599999904632568,1.0,[7225.84],7225.84,2,nan,nan,nan,nan
96577390,96721670,0,91487775,South 8th Street,residential,False,False,97.47300000000001,"[832, 2686]",760,44.0,0.002,1.2799999713897705,1.0,"[2454.27, 3154.13]",5608.4,nan,nan,nan,nan,nan
96577391,96721671,0,10884136,South 9th Street,tertiary,False,False,96.183,836,762,50.0,0.002,1.1100000143051147,1.0,[7116.86],7116.86,2,nan,nan,nan,nan
96577391,96755022,0,10884136,South 9th Street,tertiary,False,True,109.523,"[968, 1225, 884]",792,50.0,0.002,1.190000057220459,1.0,"[3001.17, 351.89, 3436.93]",6789.99,2,nan,nan,nan,nan
96577391,96700813,0,"[10878786, 83591067]","['12th Avenue South', '10th Street South']",residential,False,"[False, True]",200.55200000000002,"[164, 2636, 783, 1232, 786]",716,44.0,0.005,1.0700000524520874,1.0,"[5281.24, 1969.32, 1773.37, 460.87, 342.56]",9827.36,2,nan,nan,nan,nan
96578054,96578055,0,444454376,2nd Avenue North,residential,False,True,104.96700000000001,"[1217, 1219, 1221, 167, 2568, 2570, 2158, 2196]",151,44.0,0.002,1.940000057220459,1.0,"[2080.77, 569.76, 854.45, 549.11, 1062.21, 704.37, 1439.7, 2174.32]",9434.69,nan,nan,nan,nan,nan
